Id,Season,Week,Neutral_Site,Conference_Game,Attendance,Venue_Id,Home_Id,Home_Team,Home_Conference,Home_Division,Home_Points,Home_1_Q_P,Home_2_Q_P,Home_3_Q_P,Home_4_Q_P,Away_Id,Away_Team,Away_Conference,Away_Division,Away_Points,Away_1_Q_P,Away_2_Q_P,Away_3_Q_P,Away_4_Q_P
401525504,2023,3,FALSE,FALSE,18276,3918,295,Old Dominion,Sun Belt,fbs,24,0,17,7,0,154,Wake Forest,ACC,fbs,27,0,0,13,14
401525500,2023,3,FALSE,TRUE,41383,3615,103,Boston College,ACC,fbs,29,7,3,6,13,52,Florida State,ACC,fbs,31,3,14,14,0
401520235,2023,3,FALSE,TRUE,60084,3693,344,Mississippi State,SEC,fbs,14,0,7,0,7,99,LSU,SEC,fbs,41,10,14,10,7
401520249,2023,3,FALSE,FALSE,75610,347,275,Wisconsin,Big Ten,fbs,35,0,7,21,7,290,Georgia Southern,Sun Belt,fbs,14,0,7,7,0
401520230,2023,3,TRUE,FALSE,,3812,84,Indiana,Big Ten,fbs,14,0,0,14,0,97,Louisville,ACC,fbs,21,7,14,0,0
401520226,2023,3,FALSE,TRUE,49099,3832,356,Illinois,Big Ten,fbs,13,0,7,0,6,213,Penn State,Big Ten,fbs,30,6,10,7,7
401532404,2023,3,FALSE,FALSE,10731,3696,2309,Kent State,Mid-American,fbs,38,14,7,17,0,2115,Central Connecticut,NEC,fcs,10,0,0,0,10
401520236,2023,3,FALSE,FALSE,62621,3838,142,Missouri,SEC,fbs,30,10,7,0,13,2306,Kansas State,Big 12,fbs,27,7,7,10,3
401525838,2023,3,FALSE,FALSE,21991,3876,195,Ohio,Mid-American,fbs,10,0,0,7,3,66,Iowa State,Big 12,fbs,7,0,0,0,7
401532582,2023,3,FALSE,FALSE,35610,3653,68,Boise State,Mountain West,fbs,42,7,14,7,14,155,North Dakota,MVFC,fcs,18,0,6,12,0
401520222,2023,3,FALSE,FALSE,13020,3965,2084,Buffalo,Mid-American,fbs,27,0,14,7,6,2335,Liberty,Conference USA,fbs,55,10,14,17,14
401526834,2023,3,FALSE,FALSE,16138,3912,2199,Eastern Michigan,Mid-American,fbs,19,3,7,0,9,113,UMass,FBS Independents,fbs,17,0,3,7,7
401525502,2023,3,FALSE,FALSE,56919,3670,152,NC State,ACC,fbs,45,21,10,7,7,2678,VMI,Southern,fcs,7,0,0,7,0
401532402,2023,3,FALSE,FALSE,15054,3919,2050,Ball State,Mid-American,fbs,45,0,10,7,28,282,Indiana State,MVFC,fcs,7,0,0,7,0
401524012,2023,3,FALSE,FALSE,51532,587,254,Utah,Pac-12,fbs,31,7,10,14,0,2692,Weber State,Big Sky,fcs,7,0,7,0,0
401531388,2023,3,FALSE,FALSE,10932,3806,218,Temple,American Athletic,fbs,41,14,14,10,3,2450,Norfolk State,MEAC,fcs,9,0,7,0,2
401525437,2023,3,FALSE,FALSE,77622,3855,87,Notre Dame,FBS Independents,fbs,41,14,7,10,10,2117,Central Michigan,Mid-American,fbs,17,7,7,3,0
401520243,2023,3,FALSE,FALSE,52657,6577,164,Rutgers,Big Ten,fbs,35,7,14,0,14,259,Virginia Tech,ACC,fbs,16,0,3,7,6
401524009,2023,3,FALSE,FALSE,35591,3893,204,Oregon State,Pac-12,fbs,26,3,9,7,7,21,San Diego State,Mountain West,fbs,9,0,3,0,6
401520227,2023,3,FALSE,FALSE,69250,3793,2294,Iowa,Big Ten,fbs,41,0,14,17,10,2711,Western Michigan,Mid-American,fbs,10,7,3,0,0
401520246,2023,3,FALSE,FALSE,20405,3892,41,Connecticut,FBS Independents,fbs,17,3,0,7,7,2229,Florida International,Conference USA,fbs,24,7,17,0,0
401531412,2023,3,FALSE,FALSE,40168,3792,2026,Appalachian State,Sun Belt,fbs,43,10,6,20,7,151,East Carolina,American Athletic,fbs,28,7,14,7,0
401520223,2023,3,FALSE,FALSE,18141,3982,150,Duke,ACC,fbs,38,7,10,14,7,77,Northwestern,Big Ten,fbs,14,0,7,0,7
401525842,2023,3,FALSE,FALSE,30855,3674,202,Tulsa,American Athletic,fbs,17,0,14,3,0,201,Oklahoma,Big 12,fbs,66,28,10,21,7
401520244,2023,3,FALSE,FALSE,65138,3886,58,South Florida,American Athletic,fbs,3,3,0,0,0,333,Alabama,SEC,fbs,17,0,3,7,7
401520239,2023,3,FALSE,FALSE,45151,3787,153,North Carolina,ACC,fbs,31,7,14,3,7,135,Minnesota,Big Ten,fbs,13,0,10,3,0
401520225,2023,3,FALSE,TRUE,92746,3917,61,Georgia,SEC,fbs,24,3,0,14,7,2579,South Carolina,SEC,fbs,14,7,7,0,0
401524006,2023,3,FALSE,FALSE,36810,3831,25,California,Pac-12,fbs,31,0,14,14,3,70,Idaho,Big Sky,fcs,17,10,7,0,0
401531348,2023,3,FALSE,FALSE,25038,3815,2572,Southern Mississippi,Sun Belt,fbs,3,0,0,3,0,2655,Tulane,American Athletic,fbs,21,7,0,14,0
401520245,2023,3,FALSE,FALSE,93090,3795,245,Texas A&M,SEC,fbs,47,10,17,10,10,2433,Louisiana Monroe,Sun Belt,fbs,3,0,3,0,0
401520240,2023,3,FALSE,FALSE,100217,3861,194,Ohio State,Big Ten,fbs,63,7,35,7,14,98,Western Kentucky,Conference USA,fbs,10,3,7,0,0
401524011,2023,3,FALSE,FALSE,38343,1056,26,UCLA,Pac-12,fbs,59,35,10,14,0,2428,North Carolina Central,MEAC,fcs,7,0,0,0,7
401520233,2023,3,FALSE,FALSE,70528,3936,127,Michigan State,Big Ten,fbs,7,0,0,0,7,264,Washington,Pac-12,fbs,41,14,21,6,0
401524013,2023,3,FALSE,FALSE,23595,3820,265,Washington State,Pac-12,fbs,64,22,21,14,7,2458,Northern Colorado,Big Sky,fcs,21,0,7,7,7
401531403,2023,3,FALSE,FALSE,14410,4418,2429,Charlotte,American Athletic,fbs,25,0,10,15,0,2247,Georgia State,Sun Belt,fbs,41,7,13,14,7
401525843,2023,3,FALSE,FALSE,44206,3652,2116,UCF,Big 12,fbs,48,17,17,7,7,222,Villanova,CAA,fcs,14,0,0,0,14
401525841,2023,3,FALSE,FALSE,56200,3784,2641,Texas Tech,Big 12,fbs,41,21,3,10,7,2627,Tarleton State,UAC,fcs,3,0,0,0,3
401520237,2023,3,FALSE,FALSE,86875,3834,158,Nebraska,Big Ten,fbs,35,7,7,7,14,2459,Northern Illinois,Mid-American,fbs,11,3,0,0,8
401531438,2023,3,FALSE,FALSE,24489,3735,2567,SMU,American Athletic,fbs,69,14,28,21,6,2504,Prairie View,SWAC,fcs,0,0,0,0,0
401531441,2023,3,FALSE,FALSE,18103,3895,242,Rice,American Athletic,fbs,59,28,14,10,7,2640,Texas Southern,SWAC,fcs,7,0,7,0,0
401531845,2023,3,FALSE,FALSE,18116,3654,324,Coastal Carolina,Sun Belt,fbs,66,21,24,21,0,2184,Duquesne,NEC,fcs,7,0,0,7,0
401520224,2023,3,FALSE,TRUE,90751,3634,57,Florida,SEC,fbs,29,6,20,0,3,2633,Tennessee,SEC,fbs,16,7,0,3,6
401520247,2023,3,FALSE,FALSE,22582,6501,2439,UNLV,Mountain West,fbs,40,0,20,10,10,238,Vanderbilt,SEC,fbs,37,10,7,0,20
401520229,2023,3,FALSE,FALSE,17434,3776,2348,Louisiana Tech,Conference USA,fbs,37,0,14,0,23,249,North Texas,American Athletic,fbs,40,10,13,7,10
401532403,2023,3,FALSE,FALSE,20039,3739,2649,Toledo,Mid-American,fbs,21,0,7,14,0,23,San José State,Mountain West,fbs,17,0,10,7,0
401531848,2023,3,FALSE,TRUE,26634,3975,2653,Troy,Sun Belt,fbs,14,0,7,0,7,256,James Madison,Sun Belt,fbs,16,3,10,3,0
401531379,2023,3,FALSE,FALSE,21673,7221,5,UAB,American Athletic,fbs,21,0,0,3,18,309,Louisiana,Sun Belt,fbs,41,0,24,10,7
401525839,2023,3,FALSE,FALSE,53855,3646,197,Oklahoma State,Big 12,fbs,7,0,0,0,7,6,South Alabama,Sun Belt,fbs,33,10,13,0,10
401525835,2023,3,FALSE,FALSE,38193,3854,2132,Cincinnati,Big 12,fbs,24,10,3,3,8,193,Miami (OH),Mid-American,fbs,31,7,7,7,3
401531846,2023,3,FALSE,FALSE,14327,3625,2032,Arkansas State,Sun Belt,fbs,31,17,0,7,7,2619,Stony Brook,CAA,fcs,7,0,0,0,7
401520234,2023,3,FALSE,FALSE,16605,3725,2393,Middle Tennessee,Conference USA,fbs,35,14,7,7,7,93,Murray State,MVFC,fcs,14,0,7,0,7
401520221,2023,3,FALSE,FALSE,88043,3785,2,Auburn,SEC,fbs,45,0,17,14,14,2535,Samford,Southern,fcs,13,0,0,13,0
401520232,2023,3,FALSE,FALSE,109955,3558,130,Michigan,Big Ten,fbs,31,7,7,17,0,189,Bowling Green,Mid-American,fbs,6,0,6,0,0
401520220,2023,3,FALSE,FALSE,74821,3887,8,Arkansas,SEC,fbs,31,14,10,7,0,252,BYU,Big 12,fbs,38,14,7,10,7
401525503,2023,3,FALSE,FALSE,61106,3842,277,West Virginia,Big 12,fbs,17,0,7,10,0,221,Pittsburgh,ACC,fbs,6,3,3,0,0
401520242,2023,3,FALSE,FALSE,61441,3907,2509,Purdue,Big Ten,fbs,20,0,7,7,6,183,Syracuse,ACC,fbs,35,7,14,0,14
401520241,2023,3,FALSE,FALSE,64150,3974,145,Ole Miss,SEC,fbs,48,10,0,14,24,59,Georgia Tech,ACC,fbs,23,0,3,7,13
401520228,2023,3,FALSE,FALSE,59456,3683,96,Kentucky,SEC,fbs,35,7,7,7,14,2006,Akron,Mid-American,fbs,3,0,0,3,0
401524010,2023,3,FALSE,FALSE,23848,3940,24,Stanford,Pac-12,fbs,23,7,7,3,6,16,Sacramento State,Big Sky,fcs,30,3,14,3,10
401524008,2023,3,FALSE,FALSE,52779,3626,2483,Oregon,Pac-12,fbs,55,24,10,14,7,62,Hawai'i,Mountain West,fbs,10,0,3,0,7
401525840,2023,3,FALSE,FALSE,101777,3910,251,Texas,Big 12,fbs,31,3,7,0,21,2751,Wyoming,Mountain West,fbs,10,7,0,3,0
401525836,2023,3,FALSE,TRUE,36049,4728,248,Houston,Big 12,fbs,13,3,10,0,0,2628,TCU,Big 12,fbs,36,7,13,9,7
401520238,2023,3,FALSE,FALSE,27414,3971,167,New Mexico,Mountain West,fbs,17,3,7,0,7,166,New Mexico State,Conference USA,fbs,27,0,17,3,7
401525501,2023,3,FALSE,FALSE,81295,3836,228,Clemson,ACC,fbs,48,20,14,7,7,2226,Florida Atlantic,American Athletic,fbs,14,0,0,0,14
401531847,2023,3,FALSE,FALSE,24118,3644,326,Texas State,Sun Belt,fbs,77,21,35,7,14,2296,Jackson State,SWAC,fcs,34,6,14,7,7
401524007,2023,3,FALSE,FALSE,53141,3726,38,Colorado,Pac-12,fbs,43,14,0,0,14,36,Colorado State,Mountain West,fbs,35,14,7,0,7
401524005,2023,3,FALSE,FALSE,46723,3947,9,Arizona State,Pac-12,fbs,0,0,0,0,0,278,Fresno State,Mountain West,fbs,29,10,6,10,3
401525837,2023,3,FALSE,FALSE,44182,3816,2440,Nevada,Mountain West,fbs,24,0,10,7,7,2305,Kansas,Big 12,fbs,31,7,3,14,7
401520219,2023,3,FALSE,FALSE,44182,3619,12,Arizona,Pac-12,fbs,31,0,14,10,7,2638,UTEP,Conference USA,fbs,10,0,3,0,7
401531849,2023,4,FALSE,TRUE,,3654,324,Coastal Carolina,Sun Belt,fbs,17,3,0,7,7,2247,Georgia State,Sun Belt,fbs,30,7,10,3,10
401520266,2023,4,FALSE,TRUE,,3907,2509,Purdue,Big Ten,fbs,17,3,0,14,0,275,Wisconsin,Big Ten,fbs,38,14,7,6,11
401525505,2023,4,FALSE,TRUE,,3923,258,Virginia,ACC,fbs,21,0,7,6,8,152,NC State,ACC,fbs,24,0,14,7,3
401532583,2023,4,FALSE,TRUE,,7311,21,San Diego State,Mountain West,fbs,31,7,10,0,14,68,Boise State,Mountain West,fbs,34,0,17,10,7
401532584,2023,4,FALSE,TRUE,,3935,23,San José State,Mountain West,fbs,20,6,14,0,0,2005,Air Force,Mountain West,fbs,45,3,14,7,21
401520260,2023,4,FALSE,TRUE,,3558,130,Michigan,Big Ten,fbs,31,7,7,10,7,164,Rutgers,Big Ten,fbs,7,7,0,0,0
401531338,2023,4,FALSE,FALSE,,3764,2459,Northern Illinois,Mid-American,fbs,14,0,7,7,0,202,Tulsa,American Athletic,fbs,22,2,7,3,10
401520271,2023,4,FALSE,FALSE,,3975,2653,Troy,Sun Belt,fbs,27,0,10,10,7,98,Western Kentucky,Conference USA,fbs,24,7,0,7,10
401525511,2023,4,FALSE,FALSE,,3775,276,Marshall,Sun Belt,fbs,24,0,17,7,0,259,Virginia Tech,ACC,fbs,17,7,3,0,7
401520274,2023,4,FALSE,TRUE,,3973,238,Vanderbilt,SEC,fbs,28,0,10,3,15,96,Kentucky,SEC,fbs,45,21,3,7,14
401520268,2023,4,FALSE,FALSE,,1964,183,Syracuse,ACC,fbs,29,0,3,13,13,349,Army,FBS Independents,fbs,16,7,3,0,6
401525507,2023,4,FALSE,TRUE,,3836,228,Clemson,ACC,fbs,24,3,14,7,0,52,Florida State,ACC,fbs,31,0,14,10,0
401525849,2023,4,FALSE,FALSE,,3616,2628,TCU,Big 12,fbs,34,7,7,13,7,2567,SMU,American Athletic,fbs,17,3,7,0,7
401525845,2023,4,FALSE,TRUE,,3854,2132,Cincinnati,Big 12,fbs,6,3,0,3,0,201,Oklahoma,Big 12,fbs,20,7,3,7,3
401520270,2023,4,FALSE,TRUE,,3795,245,Texas A&M,SEC,fbs,27,6,0,14,7,2,Auburn,SEC,fbs,10,0,3,0,7
401532406,2023,4,FALSE,TRUE,,3739,2649,Toledo,Mid-American,fbs,49,14,0,14,21,2711,Western Michigan,Mid-American,fbs,31,7,17,0,7
401531871,2023,4,FALSE,FALSE,,3919,2050,Ball State,Mid-American,fbs,3,0,0,0,3,290,Georgia Southern,Sun Belt,fbs,40,14,9,10,7
401520263,2023,4,FALSE,FALSE,,3834,158,Nebraska,Big Ten,fbs,28,0,7,7,14,2348,Louisiana Tech,Conference USA,fbs,14,0,7,0,7
401520261,2023,4,FALSE,TRUE,,3936,127,Michigan State,Big Ten,fbs,9,0,3,6,0,120,Maryland,Big Ten,fbs,31,7,14,0,10
401520272,2023,4,FALSE,FALSE,,3892,41,Connecticut,FBS Independents,fbs,7,0,0,0,7,150,Duke,ACC,fbs,41,7,20,14,0
401531873,2023,4,FALSE,FALSE,,3918,295,Old Dominion,Sun Belt,fbs,10,0,0,7,3,2837,Texas A&M-Commerce,Southland,fcs,9,0,0,3,6
401532405,2023,4,FALSE,TRUE,,3700,189,Bowling Green,Mid-American,fbs,7,0,0,0,7,195,Ohio,Mid-American,fbs,38,21,10,7,0
401526835,2023,4,FALSE,FALSE,,3985,113,UMass,FBS Independents,fbs,31,0,14,3,11,167,New Mexico,Mountain West,fbs,34,14,14,0,0
401525850,2023,4,FALSE,TRUE,,3842,277,West Virginia,Big 12,fbs,20,7,6,0,7,2641,Texas Tech,Big 12,fbs,13,3,0,0,10
401525847,2023,4,FALSE,TRUE,,3833,2305,Kansas,Big 12,fbs,38,14,0,14,10,252,BYU,Big 12,fbs,27,7,10,3,7
401525509,2023,4,FALSE,FALSE,,3806,218,Temple,American Athletic,fbs,7,0,7,0,0,2390,Miami,ACC,fbs,41,7,17,14,3
401525506,2023,4,FALSE,TRUE,,3873,97,Louisville,ACC,fbs,56,14,28,14,0,103,Boston College,ACC,fbs,28,0,14,7,7
401520250,2023,4,FALSE,TRUE,,3657,333,Alabama,SEC,fbs,24,3,3,11,7,145,Ole Miss,SEC,fbs,10,7,0,3,0
401532408,2023,4,FALSE,FALSE,,3996,193,Miami (OH),Mid-American,fbs,62,17,17,21,7,2169,Delaware State,MEAC,fcs,20,7,6,7,0
401520255,2023,4,FALSE,FALSE,,3832,356,Illinois,Big Ten,fbs,23,0,14,9,0,2226,Florida Atlantic,American Athletic,fbs,17,10,0,0,7
401524015,2023,4,FALSE,TRUE,,3626,2483,Oregon,Pac-12,fbs,42,13,22,7,0,38,Colorado,Pac-12,fbs,6,0,0,0,6
401524017,2023,4,FALSE,TRUE,,587,254,Utah,Pac-12,fbs,14,7,7,0,0,26,UCLA,Pac-12,fbs,7,0,0,0,7
401520269,2023,4,FALSE,FALSE,,3853,2633,Tennessee,SEC,fbs,45,14,17,0,14,2636,UT San Antonio,American Athletic,fbs,14,0,0,14,0
401531423,2023,4,FALSE,TRUE,,3886,58,South Florida,American Athletic,fbs,42,3,10,14,15,242,Rice,American Athletic,fbs,29,7,7,7,8
401525846,2023,4,FALSE,TRUE,,3772,66,Iowa State,Big 12,fbs,34,7,13,7,7,197,Oklahoma State,Big 12,fbs,27,7,10,3,7
401520257,2023,4,FALSE,FALSE,,3662,55,Jacksonville State,Conference USA,fbs,21,7,7,7,0,2199,Eastern Michigan,Mid-American,fbs,0,0,0,0,0
401531876,2023,4,FALSE,FALSE,,6526,6,South Alabama,Sun Belt,fbs,30,14,0,3,13,2117,Central Michigan,Mid-American,fbs,34,0,13,7,14
401531413,2023,4,FALSE,FALSE,,3699,151,East Carolina,American Athletic,fbs,44,13,10,7,14,2241,Gardner-Webb,Big South-OVC,fcs,0,0,0,0,0
401525508,2023,4,FALSE,TRUE,,3630,154,Wake Forest,ACC,fbs,16,3,0,6,7,59,Georgia Tech,ACC,fbs,30,7,13,0,10
401520275,2023,4,FALSE,TRUE,,218,2229,Florida International,Conference USA,fbs,6,6,0,0,0,2335,Liberty,Conference USA,fbs,38,14,10,14,0
401520258,2023,4,FALSE,TRUE,,3958,99,LSU,SEC,fbs,34,0,10,14,10,8,Arkansas,SEC,fbs,31,3,10,3,15
401524019,2023,4,FALSE,TRUE,,3820,265,Washington State,Pac-12,fbs,38,14,14,7,3,204,Oregon State,Pac-12,fbs,35,7,7,0,21
401531877,2023,4,FALSE,FALSE,,3644,326,Texas State,Sun Belt,fbs,35,0,0,21,14,2440,Nevada,Mountain West,fbs,24,10,7,0,7
401531874,2023,4,FALSE,TRUE,,3625,2032,Arkansas State,Sun Belt,fbs,44,14,6,14,10,2572,Southern Mississippi,Sun Belt,fbs,37,7,10,10,10
401531870,2023,4,FALSE,FALSE,,3984,2751,Wyoming,Mountain West,fbs,22,0,7,0,15,2026,Appalachian State,Sun Belt,fbs,19,6,6,0,7
401520262,2023,4,FALSE,FALSE,,3725,2393,Middle Tennessee,Conference USA,fbs,23,10,7,0,6,36,Colorado State,Mountain West,fbs,31,10,0,7,14
401520254,2023,4,FALSE,FALSE,,4728,248,Houston,Big 12,fbs,38,10,14,7,7,2534,Sam Houston State,Conference USA,fbs,7,7,0,0,0
401524016,2023,4,FALSE,TRUE,,3940,24,Stanford,Pac-12,fbs,20,3,7,7,3,12,Arizona,Pac-12,fbs,21,0,7,7,7
401531349,2023,4,FALSE,FALSE,,4729,2655,Tulane,American Athletic,fbs,36,17,10,6,3,2447,Nicholls,Southland,fcs,7,0,7,0,0
401520251,2023,4,FALSE,FALSE,,3634,57,Florida,SEC,fbs,22,10,6,3,3,2429,Charlotte,American Athletic,fbs,7,0,7,0,0
401520252,2023,4,FALSE,FALSE,,3917,61,Georgia,SEC,fbs,49,7,21,14,7,5,UAB,American Athletic,fbs,21,0,14,0,7
401525844,2023,4,FALSE,TRUE,,4727,239,Baylor,Big 12,fbs,6,3,3,0,0,251,Texas,Big 12,fbs,38,7,21,10,0
401520264,2023,4,FALSE,TRUE,,3911,77,Northwestern,Big Ten,fbs,37,0,7,3,21,135,Minnesota,Big Ten,fbs,34,7,17,7,0
401520267,2023,4,FALSE,TRUE,,3994,2579,South Carolina,SEC,fbs,37,7,13,7,10,344,Mississippi State,SEC,fbs,30,0,17,10,3
401521330,2023,4,FALSE,FALSE,,3855,87,Notre Dame,FBS Independents,fbs,14,0,0,7,7,194,Ohio State,Big Ten,fbs,17,0,3,7,7
401520265,2023,4,FALSE,TRUE,,3632,213,Penn State,Big Ten,fbs,31,3,7,14,7,2294,Iowa,Big Ten,fbs,0,0,0,0,0
401531875,2023,4,FALSE,FALSE,,3666,309,Louisiana,Sun Belt,fbs,45,7,3,21,14,2084,Buffalo,Mid-American,fbs,38,0,0,21,17
401520256,2023,4,FALSE,FALSE,,3830,84,Indiana,Big Ten,fbs,29,0,7,7,3,2006,Akron,Mid-American,fbs,27,0,3,7,7
401520259,2023,4,TRUE,FALSE,,3494,142,Missouri,SEC,fbs,34,7,10,7,10,235,Memphis,American Athletic,fbs,27,10,0,7,10
401525848,2023,4,FALSE,TRUE,,3636,2306,Kansas State,Big 12,fbs,44,7,14,10,13,2116,UCF,Big 12,fbs,31,10,7,7,7
401525510,2023,4,FALSE,TRUE,,3752,221,Pittsburgh,ACC,fbs,24,7,10,7,0,153,North Carolina,ACC,fbs,41,7,21,13,0
401531872,2023,4,FALSE,FALSE,,3905,328,Utah State,Mountain West,fbs,38,0,17,14,7,256,James Madison,Sun Belt,fbs,45,17,21,0,7
401520273,2023,4,FALSE,FALSE,,3946,2638,UTEP,Conference USA,fbs,28,7,7,7,7,2439,UNLV,Mountain West,fbs,45,14,14,0,17
401532407,2023,4,FALSE,FALSE,,3660,278,Fresno State,Mountain West,fbs,53,22,14,14,3,2309,Kent State,Mid-American,fbs,10,7,3,0,0
401524014,2023,4,FALSE,TRUE,,3947,9,Arizona State,Pac-12,fbs,28,7,6,8,7,30,USC,Pac-12,fbs,42,14,7,6,15
401524018,2023,4,FALSE,TRUE,,3765,264,Washington,Pac-12,fbs,59,24,21,7,7,25,California,Pac-12,fbs,32,6,6,7,13
401520253,2023,4,FALSE,FALSE,,7220,62,Hawai'i,Mountain West,fbs,20,0,3,7,10,166,New Mexico State,Conference USA,fbs,17,7,10,0,0
401520277,2023,5,FALSE,TRUE,,3796,98,Western Kentucky,Conference USA,fbs,31,10,13,0,8,2393,Middle Tennessee,Conference USA,fbs,10,0,3,7,0
401531339,2023,5,FALSE,TRUE,,3674,202,Tulsa,American Athletic,fbs,48,14,7,10,17,218,Temple,American Athletic,fbs,26,3,0,15,8
401520276,2023,5,FALSE,TRUE,,3647,2534,Sam Houston State,Conference USA,fbs,28,14,7,0,7,55,Jacksonville State,Conference USA,fbs,35,7,0,7,14
401525512,2023,5,FALSE,TRUE,,3670,152,NC State,ACC,fbs,10,0,10,0,0,97,Louisville,ACC,fbs,13,0,0,10,3
401524020,2023,5,FALSE,TRUE,,3893,204,Oregon State,Pac-12,fbs,21,7,0,7,7,254,Utah,Pac-12,fbs,7,0,0,0,7
401520278,2023,5,FALSE,TRUE,,3946,2638,UTEP,Conference USA,fbs,10,0,7,3,0,2348,Louisiana Tech,Conference USA,fbs,24,14,3,0,7
401525851,2023,5,FALSE,TRUE,,3801,252,BYU,Big 12,fbs,35,7,7,14,7,2132,Cincinnati,Big 12,fbs,27,0,10,10,7
401524023,2023,5,FALSE,TRUE,,3726,38,Colorado,Pac-12,fbs,41,0,14,13,14,30,USC,Pac-12,fbs,48,14,20,14,0
401520282,2023,5,FALSE,TRUE,,3683,96,Kentucky,SEC,fbs,33,16,7,7,3,57,Florida,SEC,fbs,14,0,7,7,0
401525514,2023,5,FALSE,TRUE,,1964,183,Syracuse,ACC,fbs,14,7,0,0,7,228,Clemson,ACC,fbs,31,14,7,3,7
401531880,2023,5,FALSE,TRUE,,3651,256,James Madison,Sun Belt,fbs,31,14,10,0,7,6,South Alabama,Sun Belt,fbs,23,0,7,3,13
401520284,2023,5,FALSE,FALSE,,3953,135,Minnesota,Big Ten,fbs,35,7,7,7,14,309,Louisiana,Sun Belt,fbs,24,7,10,0,7
401520292,2023,5,FALSE,FALSE,,3892,41,Connecticut,FBS Independents,fbs,33,7,10,0,16,328,Utah State,Mountain West,fbs,34,0,7,17,10
401531370,2023,5,FALSE,TRUE,,4729,2655,Tulane,American Athletic,fbs,35,7,7,14,7,5,UAB,American Athletic,fbs,23,3,17,0,3
401532412,2023,5,FALSE,TRUE,,3768,2006,Akron,Mid-American,fbs,10,7,3,0,0,2084,Buffalo,Mid-American,fbs,13,0,7,3,0
401520287,2023,5,FALSE,TRUE,,3911,77,Northwestern,Big Ten,fbs,13,3,7,0,3,213,Penn State,Big Ten,fbs,41,3,7,17,14
401520279,2023,5,TRUE,TRUE,,3687,8,Arkansas,SEC,fbs,22,3,3,10,6,245,Texas A&M,SEC,fbs,34,7,10,10,7
401532410,2023,5,FALSE,TRUE,,3786,2117,Central Michigan,Mid-American,fbs,26,7,7,5,7,2199,Eastern Michigan,Mid-American,fbs,23,7,3,13,0
401525513,2023,5,FALSE,TRUE,,3615,103,Boston College,ACC,fbs,27,0,7,17,3,258,Virginia,ACC,fbs,24,7,14,0,3
401532413,2023,5,FALSE,TRUE,,3696,2309,Kent State,Mid-American,fbs,3,3,0,0,0,193,Miami (OH),Mid-American,fbs,23,10,3,10,0
401524022,2023,5,FALSE,TRUE,,3831,25,California,Pac-12,fbs,24,7,3,7,7,9,Arizona State,Pac-12,fbs,21,7,0,6,8
401525854,2023,5,FALSE,TRUE,,3910,251,Texas,Big 12,fbs,40,10,3,13,14,2305,Kansas,Big 12,fbs,14,0,7,7,0
401525515,2023,5,FALSE,FALSE,,721,59,Georgia Tech,ACC,fbs,27,14,0,6,7,189,Bowling Green,Mid-American,fbs,38,7,10,21,0
401531424,2023,5,FALSE,TRUE,,3852,2426,Navy,American Athletic,fbs,30,14,6,3,7,58,South Florida,American Athletic,fbs,44,7,16,7,14
401531881,2023,5,FALSE,TRUE,,3775,276,Marshall,Sun Belt,fbs,41,3,14,21,3,295,Old Dominion,Sun Belt,fbs,35,7,14,7,7
401532409,2023,5,FALSE,TRUE,,3980,2711,Western Michigan,Mid-American,fbs,42,7,21,7,7,2050,Ball State,Mid-American,fbs,24,3,7,7,7
401532411,2023,5,FALSE,TRUE,,3739,2649,Toledo,Mid-American,fbs,35,7,7,14,7,2459,Northern Illinois,Mid-American,fbs,33,7,0,10,16
401520280,2023,5,FALSE,TRUE,,3785,2,Auburn,SEC,fbs,20,10,0,7,3,61,Georgia,SEC,fbs,27,0,10,7,10
401520289,2023,5,FALSE,TRUE,,3907,2509,Purdue,Big Ten,fbs,44,6,10,21,7,356,Illinois,Big Ten,fbs,19,3,10,0,6
401520290,2023,5,FALSE,FALSE,,6577,164,Rutgers,Big Ten,fbs,52,10,14,14,14,2681,Wagner,NEC,fcs,3,0,3,0,0
401526836,2023,5,FALSE,FALSE,,3985,113,UMass,FBS Independents,fbs,28,0,10,10,8,2032,Arkansas State,Sun Belt,fbs,52,17,14,14,7
401525856,2023,5,FALSE,TRUE,,3652,2116,UCF,Big 12,fbs,35,21,7,7,0,239,Baylor,Big 12,fbs,36,7,0,3,26
401525855,2023,5,FALSE,TRUE,,3784,2641,Texas Tech,Big 12,fbs,49,14,21,7,7,248,Houston,Big 12,fbs,28,14,14,0,0
401520283,2023,5,FALSE,TRUE,,3665,120,Maryland,Big Ten,fbs,44,21,6,10,7,84,Indiana,Big Ten,fbs,17,3,0,0,14
401520286,2023,5,FALSE,TRUE,,3834,158,Nebraska,Big Ten,fbs,7,0,0,0,7,130,Michigan,Big Ten,fbs,45,14,14,7,10
401520293,2023,5,FALSE,TRUE,,3973,238,Vanderbilt,SEC,fbs,21,7,0,0,14,142,Missouri,SEC,fbs,38,3,14,7,14
401532588,2023,5,FALSE,TRUE,,3984,2751,Wyoming,Mountain West,fbs,35,9,3,17,6,167,New Mexico,Mountain West,fbs,26,6,3,3,14
401531429,2023,5,FALSE,FALSE,,3805,235,Memphis,American Athletic,fbs,35,0,14,7,14,68,Boise State,Mountain West,fbs,32,3,14,0,15
